0.000000000000000000e+00$,2.087277121553147818e+00
1.001001001001000992e-03$,2.903938604176432570e+00
2.002002002002001985e-03$,1.543382312682472390e+00
3.003003003003002977e-03$,4.793690463658777823e+00
4.004004004004003969e-03$,4.454488177770374868e+00
5.005005005005004962e-03$,2.915501967762990532e+00
6.006006006006005954e-03$,3.152380319890793370e+00
7.007007007007006946e-03$,4.276376150269581622e+00
8.008008008008007939e-03$,3.455420843907563100e+00
9.009009009009008931e-03$,2.262153160864876611e+00
1.001001001001000992e-02$,3.676209111602034341e+00
1.101101101101101092e-02$,2.112840914194472397e+00
1.201201201201201191e-02$,2.246316976238874830e+00
1.301301301301301290e-02$,4.487977494932200884e+00
1.401401401401401389e-02$,2.569144085784070164e+00
1.501501501501501488e-02$,4.142044322131932077e+00
1.601601601601601588e-02$,2.023910146586686665e+00
1.701701701701701513e-02$,3.140864362580114033e+00
1.801801801801801786e-02$,3.030964362967384140e+00
1.901901901901902059e-02$,3.588269130370073334e+00
2.002002002002001985e-02$,1.931642551070027025e+00
2.102102102102101910e-02$,5.392817218532091061e+00
2.202202202202202183e-02$,4.087242639690923163e+00
2.302302302302302456e-02$,4.683189156842340495e+00
2.402402402402402382e-02$,3.962932540345581067e+00
2.502502502502502307e-02$,4.704658222887863062e+00
2.602602602602602580e-02$,2.381098669946808855e+00
2.702702702702702853e-02$,4.214952909479189103e+00
2.802802802802802778e-02$,4.862880129510830152e+00
2.902902902902902704e-02$,3.740907625023078165e+00
3.003003003003002977e-02$,4.456287899368297722e+00
3.103103103103103250e-02$,4.923300992298275780e+00
3.203203203203203175e-02$,4.394874530694208303e+00
3.303303303303303101e-02$,3.715181538746677337e+00
3.403403403403403027e-02$,1.820405211949828850e+00
3.503503503503503647e-02$,2.161005686205681453e+00
3.603603603603603572e-02$,3.712836419057872650e+00
3.703703703703703498e-02$,3.302794913954348210e+00
3.803803803803804118e-02$,4.294269910718994332e+00
3.903903903903904044e-02$,4.772657842109826909e+00
4.004004004004003969e-02$,3.795028148464534290e+00
4.104104104104103895e-02$,3.600517957490528165e+00
4.204204204204203821e-02$,4.858328872503070883e+00
4.304304304304304440e-02$,3.897920454206408536e+00
4.404404404404404366e-02$,3.839221792937181910e+00
4.504504504504504292e-02$,1.874567267123837588e+00
4.604604604604604912e-02$,4.680157785620167488e+00
4.704704704704704837e-02$,3.035588851713060699e+00
4.804804804804804763e-02$,1.977428665354035608e+00
4.904904904904904689e-02$,3.519569716443739615e+00
5.005005005005004615e-02$,1.960849010827270700e+00
5.105105105105105234e-02$,4.710859783018602087e+00
5.205205205205205160e-02$,3.283654273028770998e+00
5.305305305305305086e-02$,4.023482130933178524e+00
5.405405405405405705e-02$,5.120185329124108620e+00
5.505505505505505631e-02$,2.435257759538422384e+00
5.605605605605605557e-02$,3.696238932110304631e+00
5.705705705705705483e-02$,4.293588795475104192e+00
5.805805805805805409e-02$,2.717207592349540235e+00
5.905905905905906028e-02$,4.074342250693279155e+00
6.006006006006005954e-02$,5.169253885844701024e+00
6.106106106106105880e-02$,3.975281611470451448e+00
6.206206206206206499e-02$,3.309295003486267372e+00
6.306306306306305731e-02$,3.393538708171752294e+00
6.406406406406406351e-02$,2.613076066661272012e+00
6.506506506506506970e-02$,3.148901630420430031e+00
6.606606606606606202e-02$,3.123622553372945809e+00
6.706706706706706822e-02$,4.633736803762262824e+00
6.806806806806806054e-02$,4.904314556741717013e+00
6.906906906906906674e-02$,4.820440895369977774e+00
7.007007007007007293e-02$,2.908629536985930297e+00
7.107107107107106525e-02$,4.134976132791931214e+00
7.207207207207207145e-02$,3.017552739621167657e+00
7.307307307307307764e-02$,4.202843849779497987e+00
7.407407407407406996e-02$,2.245130001220086768e+00
7.507507507507507616e-02$,2.028823207996528932e+00
7.607607607607608236e-02$,3.568180543011995720e+00
7.707707707707707467e-02$,4.487136398753705180e+00
7.807807807807808087e-02$,2.969554803934629561e+00
7.907907907907907319e-02$,3.544125982821463960e+00
8.008008008008007939e-02$,3.822576335409497705e+00
8.108108108108108558e-02$,3.843669046177819126e+00
8.208208208208207790e-02$,4.249926137208769106e+00
8.308308308308308410e-02$,3.589887787354631321e+00
8.408408408408407642e-02$,2.950344741915222002e+00
8.508508508508508261e-02$,3.829739045909987816e+00
8.608608608608608881e-02$,3.379411176581274656e+00
8.708708708708708113e-02$,4.058112375359867130e+00
8.808808808808808732e-02$,2.490095717699175371e+00
8.908908908908909352e-02$,3.240229713285126323e+00
9.009009009009008584e-02$,2.495319346571875485e+00
9.109109109109109204e-02$,2.797648641986620888e+00
9.209209209209209823e-02$,5.332767151303910325e+00
9.309309309309309055e-02$,4.755837155830170637e+00
9.409409409409409675e-02$,4.038744519149232381e+00
9.509509509509508907e-02$,3.967826991896310052e+00
9.609609609609609526e-02$,2.823722939973323687e+00
9.709709709709710146e-02$,2.724561067938109815e+00
9.809809809809809378e-02$,3.486995980652048743e+00
9.909909909909909997e-02$,3.350432300949111930e+00
1.001001001001000923e-01$,4.730695598935057866e+00
1.011011011011010985e-01$,4.224774580126968715e+00
1.021021021021021047e-01$,4.988332197509835808e+00
1.031031031031030970e-01$,2.470696821830731693e+00
1.041041041041041032e-01$,3.521792805425201678e+00
1.051051051051051094e-01$,3.379345540793161184e+00
1.061061061061061017e-01$,4.400817247837585100e+00
1.071071071071071079e-01$,4.704792618355257972e+00
1.081081081081081141e-01$,3.861045900014412169e+00
1.091091091091091064e-01$,4.368327564035937804e+00
1.101101101101101126e-01$,2.779710062250185576e+00
1.111111111111111049e-01$,2.394126045184097773e+00
1.121121121121121111e-01$,3.667349680415016522e+00
1.131131131131131173e-01$,4.437678960127223959e+00
1.141141141141141097e-01$,4.663421214356824329e+00
1.151151151151151159e-01$,3.654367206732141327e+00
1.161161161161161082e-01$,3.677538898529199685e+00
1.171171171171171144e-01$,3.146513450730794581e+00
1.181181181181181206e-01$,2.915010077408058287e+00
1.191191191191191129e-01$,3.248100159688271926e+00
1.201201201201201191e-01$,3.292394401767853473e+00
1.211211211211211253e-01$,2.886983285046419656e+00
1.221221221221221176e-01$,5.531185291245838798e+00
1.231231231231231238e-01$,4.097915979585652124e+00
1.241241241241241300e-01$,5.053907549122335752e+00
1.251251251251251362e-01$,5.382619875234564866e+00
1.261261261261261146e-01$,4.456825244887843596e+00
1.271271271271271208e-01$,3.462228344458148754e+00
1.281281281281281270e-01$,3.641460996716554988e+00
1.291291291291291332e-01$,3.018889403909388314e+00
1.301301301301301394e-01$,3.529384564888115250e+00
1.311311311311311179e-01$,4.290528635979326211e+00
1.321321321321321240e-01$,4.215658167514665600e+00
1.331331331331331302e-01$,2.183784782122383028e+00
1.341341341341341364e-01$,5.181117047145757937e+00
1.351351351351351426e-01$,4.495026796236092359e+00
1.361361361361361211e-01$,3.384241163997423030e+00
1.371371371371371273e-01$,2.990061929907425586e+00
1.381381381381381335e-01$,5.399382454019698407e+00
1.391391391391391397e-01$,3.352022165401192133e+00
1.401401401401401459e-01$,5.054244867877106806e+00
1.411411411411411521e-01$,3.834235356306676668e+00
1.421421421421421305e-01$,5.657312796894800044e+00
1.431431431431431367e-01$,5.482975401927906667e+00
1.441441441441441429e-01$,3.210335539460859255e+00
1.451451451451451491e-01$,3.924266276877429682e+00
1.461461461461461553e-01$,3.197170911923147507e+00
1.471471471471471337e-01$,2.415995006733097750e+00
1.481481481481481399e-01$,3.988896988883203321e+00
1.491491491491491461e-01$,3.515613318504123175e+00
1.501501501501501523e-01$,2.736301951647825526e+00
1.511511511511511585e-01$,3.322138957091842926e+00
1.521521521521521647e-01$,2.395032005503023864e+00
1.531531531531531432e-01$,4.811926694557054240e+00
1.541541541541541493e-01$,3.600495587852518220e+00
1.551551551551551555e-01$,3.588793497755802697e+00
1.561561561561561617e-01$,4.991403454379034876e+00
1.571571571571571679e-01$,2.536857479502558022e+00
1.581581581581581464e-01$,3.456767267917436381e+00
1.591591591591591526e-01$,3.865377378415190357e+00
1.601601601601601588e-01$,4.628654810713505263e+00
1.611611611611611650e-01$,2.962507577911944079e+00
1.621621621621621712e-01$,4.309471304915796885e+00
1.631631631631631496e-01$,4.903521964292093749e+00
1.641641641641641558e-01$,2.538614083943882882e+00
1.651651651651651620e-01$,2.263543856178635405e+00
1.661661661661661682e-01$,4.350195090568873546e+00
1.671671671671671744e-01$,4.917750972980300617e+00
1.681681681681681528e-01$,5.115777627833493213e+00
1.691691691691691590e-01$,3.741275997250869345e+00
1.701701701701701652e-01$,2.549001052445780680e+00
1.711711711711711714e-01$,5.819317837737211008e+00
1.721721721721721776e-01$,4.251366903478459136e+00
1.731731731731731838e-01$,2.147983421085112976e+00
1.741741741741741623e-01$,4.363628253119593126e+00
1.751751751751751685e-01$,3.881826259145503943e+00
1.761761761761761746e-01$,3.922646860689752657e+00
1.771771771771771808e-01$,5.881442493765583812e+00
1.781781781781781870e-01$,2.634732915981822021e+00
1.791791791791791655e-01$,5.274487644059759894e+00
1.801801801801801717e-01$,4.971251296940613962e+00
1.811811811811811779e-01$,5.111728511289006960e+00
1.821821821821821841e-01$,3.848312237029704264e+00
1.831831831831831903e-01$,3.824121724912900255e+00
1.841841841841841965e-01$,2.995534870580535802e+00
1.851851851851851749e-01$,5.322084903708300452e+00
1.861861861861861811e-01$,4.300306091956981547e+00
1.871871871871871873e-01$,3.177316649201730847e+00
1.881881881881881935e-01$,3.434076198138155345e+00
1.891891891891891997e-01$,3.838380237638924886e+00
1.901901901901901781e-01$,2.682406392481408552e+00
1.911911911911911843e-01$,3.751951877623408649e+00
1.921921921921921905e-01$,4.111455022597675146e+00
1.931931931931931967e-01$,4.736000238448427879e+00
1.941941941941942029e-01$,5.691175282593589735e+00
1.951951951951951814e-01$,2.974164076459236750e+00
1.961961961961961876e-01$,5.289393407855365936e+00
1.971971971971971938e-01$,4.483443936164118071e+00
1.981981981981981999e-01$,3.495395309195540978e+00
1.991991991991992061e-01$,3.550673372397555649e+00
2.002002002002001846e-01$,4.852583429566153406e+00
2.012012012012011908e-01$,3.894458263500150785e+00
2.022022022022021970e-01$,4.128161888623652409e+00
2.032032032032032032e-01$,2.814162235738066897e+00
2.042042042042042094e-01$,5.628252306636772673e+00
2.052052052052052156e-01$,2.253391519533347598e+00
2.062062062062061940e-01$,5.529793786928799193e+00
2.072072072072072002e-01$,3.200815465591832165e+00
2.082082082082082064e-01$,4.567464642775077799e+00
2.092092092092092126e-01$,4.937994525983141259e+00
2.102102102102102188e-01$,3.124965312404960560e+00
2.112112112112111972e-01$,2.436427861762636926e+00
2.122122122122122034e-01$,2.674428331424956173e+00
2.132132132132132096e-01$,4.753707918645589281e+00
2.142142142142142158e-01$,3.061327073571583846e+00
2.152152152152152220e-01$,3.455616487201350395e+00
2.162162162162162282e-01$,5.362079963877902422e+00
2.172172172172172067e-01$,5.530697464449334966e+00
2.182182182182182129e-01$,2.837847293119808878e+00
2.192192192192192191e-01$,3.524922076346819200e+00
2.202202202202202252e-01$,5.401692364433594129e+00
2.212212212212212314e-01$,5.137933556896115306e+00
2.222222222222222099e-01$,4.661805474626113721e+00
2.232232232232232161e-01$,4.608698331722698605e+00
2.242242242242242223e-01$,5.637415865618387478e+00
2.252252252252252285e-01$,3.411740577927385942e+00
2.262262262262262347e-01$,4.649048134160026713e+00
2.272272272272272131e-01$,3.668690384679425431e+00
2.282282282282282193e-01$,5.064276776073779018e+00
2.292292292292292255e-01$,2.459082176146044407e+00
2.302302302302302317e-01$,5.455592529106811028e+00
2.312312312312312379e-01$,3.930652181709327841e+00
2.322322322322322163e-01$,5.858936466262342435e+00
2.332332332332332225e-01$,4.962030914048182417e+00
2.342342342342342287e-01$,4.814763532843078231e+00
2.352352352352352349e-01$,5.672572046503086440e+00
2.362362362362362411e-01$,3.118211139761777773e+00
2.372372372372372473e-01$,4.559966692937535981e+00
2.382382382382382258e-01$,4.754782644281009496e+00
2.392392392392392320e-01$,4.568077183689324805e+00
2.402402402402402382e-01$,5.093059872998621174e+00
2.412412412412412444e-01$,3.278026652377830530e+00
2.422422422422422505e-01$,3.933243927987636113e+00
2.432432432432432290e-01$,5.060372085649823326e+00
2.442442442442442352e-01$,3.620552318540819936e+00
2.452452452452452414e-01$,3.823710698299803035e+00
2.462462462462462476e-01$,5.402255430025057592e+00
2.472472472472472538e-01$,3.989854549454838750e+00
2.482482482482482600e-01$,5.901700718834367088e+00
